pays,code_pays,annee,produit,code_produit,dispo_int,alim_ani,semences,pertes,transfo,nourriture,autres_utilisations
Islande,99,2013,Pommes de Terre,2531,12000,,1000,,0,11000,0
Islande,99,2013,Manioc,2532,2000,2000,,,,,
Islande,99,2013,Patates douces,2533,0,,,,,0,
Islande,99,2013,Racines nda,2534,0,0,,,,,
Islande,99,2013,"Sucre, betterave",2537,1000,1000,,,,,
Islande,99,2013,Sucre Eq Brut,2542,13000,,,,,12000,1000
Islande,99,2013,Edulcorants Autres,2543,10000,,,,2000,4000,5000
Islande,99,2013,Haricots,2546,0,,,,,0,
Islande,99,2013,Pois,2547,0,,,,,0,
Islande,99,2013,Légumineuses Autres,2549,0,0,,,,0,
Islande,99,2013,Noix,2551,1000,,,,,1000,
Islande,99,2013,Soja,2555,0,0,,,,0,
Islande,99,2013,Arachides Decortiquees,2556,0,,,,,0,
Islande,99,2013,Graines de tournesol,2557,0,,,,,0,
Islande,99,2013,Graines Colza/Moutarde,2558,0,0,,,,0,
Islande,99,2013,Coco (Incl Coprah),2560,0,,,,,0,
Islande,99,2013,Sésame,2561,0,,,,,,0
Islande,99,2013,Olives,2563,0,,,,,0,
Islande,99,2013,"Plantes Oleiferes, Autre",2570,2000,2000,,,,,0
Islande,99,2013,Huile de Soja,2571,3000,,,,,2000,1000
Islande,99,2013,Huile d'Arachide,2572,0,,,,,0,
Islande,99,2013,Huile de Tournesol,2573,0,,,,,0,
Islande,99,2013,Huile de Colza&Moutarde,2574,2000,,,,,,2000
Islande,99,2013,Huile Graines de Coton,2575,0,,,,,,0
Islande,99,2013,Huile de Palmistes,2576,0,,,,,,0
Islande,99,2013,Huile de Palme,2577,0,,,,,,0
Islande,99,2013,Huile de Coco,2578,0,,,,,0,
Islande,99,2013,Huile de Sésame,2579,0,,,,,0,
Islande,99,2013,Huile d'Olive,2580,0,,,,,0,0
Islande,99,2013,Huile de Germe de Maïs,2582,0,,,,,0,
Islande,99,2013,Huil Plantes Oleif Autr,2586,2000,,,,,0,1000
Islande,99,2013,Tomates,2601,5000,,,,,5000,
Islande,99,2013,Oignons,2602,2000,,,0,,2000,
Islande,99,2013,"Légumes, Autres",2605,17000,,,0,,17000,
Islande,99,2013,"Oranges, Mandarines",2611,12000,,,0,,12000,
Islande,99,2013,Citrons & Limes,2612,1000,,,0,,1000,
Islande,99,2013,Pamplemousse,2613,0,,,0,,0,
Islande,99,2013,"Agrumes, Autres",2614,0,,,,,0,
Islande,99,2013,Bananes,2615,3000,,,0,,3000,
Islande,99,2013,Bananes plantains,2616,3000,,,,,3000,
Islande,99,2013,Pommes,2617,10000,,,0,,10000,
Islande,99,2013,Ananas,2618,1000,,,0,,1000,
Islande,99,2013,Dattes,2619,0,,,,,0,
Islande,99,2013,Raisin,2620,3000,,,0,,3000,
Islande,99,2013,"Fruits, Autres",2625,10000,,,0,,10000,
Islande,99,2013,Café,2630,3000,,,,,3000,
Islande,99,2013,Feve de Cacao,2633,1000,,,,,1000,
Islande,99,2013,Thé,2635,0,0,,,,0,
Islande,99,2013,Poivre,2640,0,,,,,0,
Islande,99,2013,Piments,2641,0,,,,,0,
